restaurant_id,name
1,Original Blend Coffee - Small 
1,Original Blend Coffee - Medium 
1,Original Blend Coffee - Large 
1,Original Blend Coffee - X Large 
1,Dark Roast Coffee - Small 
1,Dark Roast Coffee - Medium 
1,Dark Roast Coffee - Large 
1,Dark Roast Coffee - X Large 
1,Decaf Coffee - Small 
1,Decaf Coffee - Medium 
1,Decaf Coffee - Large 
1,Decaf Coffee - X Large 
1,Regular Coffee - Small 
1,Regular Coffee - Medium 
1,Regular Coffee - Large 
1,Regular Coffee - X Large 
1,Double Double Coffee - Small 
1,Double Double Coffee - Medium 
1,Double Double Coffee - Large 
1,Double Double Coffee - X Large 
1,Cappuccino - Small 
1,Cappuccino - Medium 
1,Cappuccino - Large 
1,Latte - Small 
1,Latte - Medium 
1,Latte - Large 
1,Coffee Mocha - Small 
1,Coffee Mocha - Medium 
1,Coffee Mocha - Large 
1,Coffee Mocha - X Large 
1,French Vanilla - Small 
1,French Vanilla - Medium 
1,French Vanilla - Large 
1,French Vanilla - X Large 
1,Hot Chocolate - Small 
1,Hot Chocolate - Medium 
1,Hot Chocolate - Large 
1,Hot Chocolate - X Large 
1,White Hot Chocolate - Small 
1,White Hot Chocolate - Medium 
1,White Hot Chocolate - Large 
1,White Hot Chocolate - X Large 
1,London Fog - Small 
1,London Fog - Medium 
1,London Fog - Large 
1,Bagged Tea 
1,Steeped Tea 
1,Iced Coffee - Small 
1,Iced Coffee - Medium 
1,Iced Coffee - Large 
1,Light Iced Coffee - Small 
1,Light Iced Coffee - Medium 
1,Light Iced Coffee - Large 
1,Original Cold Brew - Small 
1,Original Cold Brew - Medium 
1,Original Cold Brew - Large 
1,Vanilla Cream Cold Brew - Small 
1,Vanilla Cream Cold Brew - Medium 
1,Vanilla Cream Cold Brew - Large 
1,Roasted Hazelnut Cold Brew - Small 
1,Roasted Hazelnut Cold Brew - Medium 
1,Roasted Hazelnut Cold Brew - Large 
1,Original Iced Capp® - Small 
1,Original Iced Capp® - Medium 
1,Original Iced Capp® - Large 
1,Light Iced Capp® - Small 
1,Light Iced Capp® - Medium 
1,Light Iced Capp® - Large 
1,Mocha Iced Capp® - Small 
1,Mocha Iced Capp® - Medium 
1,Mocha Iced Capp® - Large 
1,Vanilla Iced Capp® - Small 
1,Vanilla Iced Capp® - Medium 
1,Vanilla Iced Capp® - Large 
1,Caramel Iced Capp® - Small 
1,Caramel Iced Capp® - Medium 
1,Caramel Iced Capp® - Large 
1,Chocolate Creamy Chill - Small 
1,Chocolate Creamy Chill - Medium 
1,Chocolate Creamy Chill - Large 
1,Vanilla Creamy Chill - Small 
1,Vanilla Creamy Chill - Medium 
1,Vanilla Creamy Chill - Large 
1,Strawberry Creamy Chill - Small 
1,Strawberry Creamy Chill - Medium 
1,Strawberry Creamy Chill - Large 
1,Strawberry Smoothie - Small 
1,Strawberry Smoothie - Medium 
1,Strawberry Smoothie - Large 
1,Frozen Lemonade - Small 
1,Frozen Lemonade - Medium 
1,Frozen Lemonade - Large 
1,Strawberry Frozen Lemonade - Small 
1,Strawberry Frozen Lemonade - Medium 
1,Strawberry Frozen Lemonade - Large 
1,Classic Lemonade - Small 
1,Classic Lemonade - Medium 
1,Classic Lemonade - Large 
1,Peach Quencher - Small 
1,Peach Quencher - Medium 
1,Peach Quencher - Large 
1,Strawberry Watermelon Quencher - Small 
1,Strawberry Watermelon Quencher - Medium 
1,Strawberry Watermelon Quencher - Large 
1,Orange Ginger Sparkling Quencher - Small 
1,Orange Ginger Sparkling Quencher - Medium 
1,Orange Ginger Sparkling Quencher - Large 
1,Blackberry Yuzu Sparkling Quencher - Small 
1,Blackberry Yuzu Sparkling Quencher - Medium 
1,Blackberry Yuzu Sparkling Quencher - Large 
1,Apple Fritter 
1,Blueberry Donut 
1,Boston Cream Donut 
1,Canadian Maple Donut 
1,Chocolate Cruller Donut 
1,Chocolate Dip Donut 
1,Chocolate Éclair Donut 
1,Chocolate Glazed Donut 
1,Chocolate Marble Donut 
1,Chocolate Snow Donut 
1,Chocolate Toasted Coconut Donut 
1,Coconut Cream Donut 
1,Double Chocolate Donut 
1,Honey Cruller Donut 
1,Honey Dip Donut 
1,Long John Donut 
1,Maple Cruller Donut 
1,Maple Dip Donut 
1,Maple Éclair Donut 
1,Maple Swirl Donut 
1,Old Fashioned Dip Donut 
1,Old Fashioned Glazed Donut 
1,Old Fashioned Plain Donut 
1,Old Fashioned Snow Donut 
1,Old Fashioned Sugar Donut 
1,Powdered Venetian Cream Donut 
1,Sour Cream Glazed Donut 
1,Sour Cream Plain Donut 
1,Sour Cream Sugar Donut 
1,Strawberry Dip Donut 
1,Strawberry Filled Donut 
1,Strawberry Swirl Donut 
1,Strawberry Vanilla Donut 
1,Sugar Loop Donut 
1,Toasted Coconut Donut 
1,Vanilla Dip Donut 
1,Birthday Cake Timbit 
1,Chocolate Glazed Timbit 
1,Chocolate Snow Ball Timbit 
1,Chocolate Toasted Coconut Timbit 
1,Honey Dip Timbit 
1,Old Fashioned Glazed Timbit 
1,Old Fashioned Plain Timbit 
1,Old Fashioned Sugar Timbit 
1,Snow Ball Timbit 
1,Sour Cream Glazed Timbit 
1,Sour Cream Plain Timbit 
1,Sour Cream Sugar Timbit 
1,Strawberry Timbit 
1,Toasted Coconut Timbit 
1,Venetian Cream Timbit 
1,Chocolate Chip Muffin 
1,Fruit Explosion Muffin 
1,Wild Blueberry Muffin 
1,Raisin Bran Muffin 
1,Carrot Cake Walnut Muffin 
1,Banana Pecan Muffin 
1,Pumpkin Spice Muffin 
1,Chocolate Chunk Cookie 
1,Peanut Butter Cookie 
1,Rocky Road Dream Cookie with pecans 
1,Reese's Minis Dream Cookie with pecans 
1,Dream Cookie made with M&M Minis 
